0,0,0,0,0,0,2,14,30,128,202,643,2488,7647,27298,46535,36261,19892,14343,7701,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,
0,0,0,0,0,0,13,91,253,556,1488,3843,20499,79571,234405,588922,799790,470463,336654,184734,184768,184785,32233,32233,3919,3919,1836,1836,578,578,578,578,578,
