8092157,20253949,
1333257,13626959,
134,7916746,
1517165,19297511,
20427605,27803613,
1616034,27947217,
1990318,15864142,
3,11414179,
3093429,15491242,
538547,15214977,
255801,9392089,
4852889,14671155,
5973562,12282690,
7226467,23310014,
7522012,15675037,
6070674,15187859,
312,5790455,
363080,21000012,
20197340,23812885,
2503742,17733291,
3132637,18343670,
33,7657953,
127746,11919204,
3086106,13416460,
2167364,22229235,
4383291,13948861,
210,8049442,
223178,12152634,
542598,12475355,
1945112,18569728,
2156514,19029548,
7213504,13380968,
1778985,14860865,
9736016,17398948,
10856005,19288782,
5997040,23500870,
2228021,13900400,
28594892,20531462,
421504,9973629,
119,5909387,
377749,13803683,
63943,12540422,
511425,11522398,
1252831,14369101,
44,6003754,
1390235,23266512,
44,8471212,
2156,6739147,
127361,12014509,
39989982,26134002,
3612743,24481850,
159376,11274620,
15638,6691235,
4,5991903,
20200230,21848851,
138,5965364,
2557499,12775902,
5838537,17484435,
4652275,24672326,
1162813,18686777,
242147,16854052,
31,7997671,
5560942,18273372,
2166168,20878871,
161561,17187224,
121152,17527114,
2716932,17928104,
48010,7617987,
8914271,18765097,
1023000,13576968,
1976790,22446655,
13,8808404,
9401070,18172871,
4552965,20927962,
2986172,16441982,
17994170,22868433,
3132497,9622447,
5147497,10206305,
374783,13156088,
395266,13044203,
95724,10761287,
894090,21935663,
2686217,21560506,
3773805,21059449,
9996802,25264693,
5483680,11829238,
2000052,24631803,
313690,11946150,
3955002,17313289,
766782,17325628,
86346,6766826,
267214,6714430,
3558204,14727368,
1390235,18472861,
15667674,18313428,
2923198,14566688,
47655124,24580501,
28661,5892925,
940844,14296136,
6067960,21447517,
1990318,14681078,
13146316,15386782,
13992589,26983592,
1458536,13522734,
124,6203316,
7214119,16387924,
59,6221385,
18817110,16878270,
60389,11552318,
95927,12321247,
10891284,28279617,
11145116,18554427,
23997869,20810471,
1409875,11422162,
478492,17010426,
83,8896180,
1582580,17605155,
2670670,12604552,
1205670,10916195,
3612743,18178606,
138,6140855,
20243620,24447926,
144022,9089553,
5737674,15821597,
21904234,13916628,
1976790,18058343,
10451913,16272574,
36503618,18538503,
12,6942270,
24,11040605,
6808450,25198219,
127224,9665837,
1582591,19466464,
1507325,12300431,
7211434,26045128,
421548,14980864,
3484450,15093336,
40003,17174744,
2302604,18441071,
26,6636060,
78,6119046,
1277920,14414732,
2000052,19882194,
361548,10211678,
4313137,24670119,
18070100,25877303,
223084,12845753,
3071261,18923171,
1162813,18411343,
160544,17845780,
167265,18133535,
9696087,19118494,
1029191,13173638,
23993676,26315963,
1336107,18851300,
881911,11412497,
378156,12910990,
801913,14739968,
1112610,14459882,
894969,10467293,
121057,23119379,
6150106,20226181,
17419177,16260461,
1162802,19188976,
4083786,27658096,
86272,7136053,
96320,8095482,
8957239,31586248,
1790338,13530274,
15,5853245,
31611,14050856,
8957239,23731082,
2921943,15930218,
2168646,24647004,
201408,4999539,
4457027,13787092,
5444831,27885385,
50473411,15734208,
2373261,14103313,
3034224,23057339,
4338142,25193624,
2057423,13654070,
13159157,18669133,
3560548,17094910,
4120725,13287090,
34,7707831,
8305518,16879829,
5117144,17029940,
834279,19830308,
3034224,17333489,
670025,10478699,
11079366,13290425,
5060110,15493227,
421908,9472847,
62200,8048516,
6687357,21661549,
1890165,13979961,
180484,10061099,
278589,13554487,
134,6112035,
2530907,21496419,
1443373,21457984,
2891027,23682416,
2501216,18919101,
640944,18054394,
2166984,22875609,
13159157,19046339,
312,7713458,
14,7640510,
833111,17847205,
39989982,27320732,
895491,20167472,
1880311,18725108,
3,8248670,
421908,12705722,
9994951,26061291,
361548,11293009,
223177,9307426,
3955002,13406559,
4,5818616,
191613,9340363,
180867,9704010,
9562,5196171,
19990864,29665878,
2024982,20293465,
894983,12224614,
28805,6052099,
29,6805292,
6264722,14950420,
754624,9565890,
312,5905304,
390315,13574414,
2697626,15435349,
7518632,21936369,
2350711,11862392,
1669044,15974160,
443878,19257010,
1185519,19279489,
1977508,16205056,
775252,14469603,
1666172,14456428,
2503742,22826315,
92,10563966,
4457513,16251765,
8760242,19250227,
1163211,20788064,
20200230,23439719,
1550389,18851991,
556149,17222947,
31612,10259359,
2686529,16616434,
1778413,11654570,
4313137,15740674,
19439,7022813,
10748348,21167012,
78,7552872,
44,5997768,
797720,12639842,
4170467,20247725,
834280,19739574,
4,6558017,
8307728,15256257,
1582580,15409740,
2500150,17829681,
4920788,15907090,
2059602,11477009,
4326356,24959415,
1030912,13885065,
20239987,21177091,
2500159,22537962,
11541090,19115854,
1112614,16166053,
896785,25681167,
86346,7625595,
3070821,18999722,
26427373,19032395,
504023,9662147,
670543,9622866,
20243620,21205745,
21908479,19432318,
13440257,23363447,
2166168,21805871,
749041,19170134,
143856,6107919,
13141670,12709040,
383377,13513464,
1277411,21757916,
2060560,14373002,
1937602,20774565,
9736016,19733164,
1458536,14794480,
5641074,20101822,
478161,10544104,
12,6494634,
287272,9344200,
1789295,14405459,
6687029,22833794,
43900361,23348613,
18,6478934,
7585232,16518810,
38180,5459279,
29988865,21833837,
21629065,11764402,
30,6302731,
2916622,17781670,
95246,13141128,
127224,13594921,
86,8227492,
390315,18301172,
1163471,17535310,
78,6845569,
8305518,14684574,
254818,10004732,
200650,5450430,
10027049,15192199,
3071261,19970998,
10098301,24755298,
2224406,20003613,
301093,14265294,
3691084,18999806,
1669233,15262948,
121,11488615,
29,6605570,
501344,17256355,
21626925,12394677,
4361,6073165,
834594,22129321,
1888097,13328559,
3335742,15966986,
4976334,18043789,
28805,8204683,
12,8309825,
2224406,20076321,
70,8392061,
13482846,17346490,
4382264,18729514,
670543,14250698,
278273,17269168,
14,6299129,
421761,10798166,
8959845,25441285,
1618303,22761750,
41987079,28530571,
5563179,18379867,
12539181,21038523,
446782,10481637,
25304008,20337854,
2109931,10746915,
2048647,20520310,
172,7036585,
97982520,28830805,
4328259,26225174,
111536,20681688,
2887911,20836659,
34,6849607,
127361,9748229,
