138,41385
109,37225
132,32129
125,22239
138,33988
100,34733
121,20752
122,36360
124,20920
98,34828
124,43886
111,33256
122,22591
125,37279
126,21705
138,37659
127,22670
108,17006
128,9349
126,20850
138,33200
122,46796
132,31909
119,35805
136,13875
126,21378
118,20033
126,52764
113,17534
136,12499
134,26550
126,22076
122,38642
134,40070
103,17981
98,36533
126,24916
126,26447
138,36982
79,29470
94,38485
126,37062
105,47648
104,48519
126,22375
129,16927
109,39770
138,32680
128,27377
121,35284
121,41278
102,37473
99,38112
138,34587
99,29848
138,44058
98,37136
122,40285
101,25665
124,44214
124,38653
138,34274
94,43936
123,46058
138,33741
114,13059
126,21670
138,32565
131,35135
126,21767
122,40162
97,15488
119,32921
138,31930
117,34953
