1509,622976
1952,398593
1791,136350
1988,627949
1485,716249
1484,716460
1735,397039
1770,1125438
1972,578114
1670,521909
1838,512036
1861,684512
1819,699415
1897,800960
1989,431948
1481,668325
1909,700165
1472,725518
1877,765123
1886,684177
1868,794459
1775,665994
1824,692864
1792,462377
1759,728588
1837,640501
1381,697484
1616,679747
1990,599325
1477,655131
1934,908838
1700,384638
1727,705781
1970,586811
1685,240476
1866,601578
1359,525741
1328,484738
1970,366222
1685,203087
1792,274497
1555,304947
1547,269410
1880,435017
1884,362805
1990,528584
1970,396595
1882,343866
1675,865031
1795,555848
1932,239358
1920,470999
1694,316348
1668,470599
1464,923540
1952,500097
1697,713664
1990,528549
1687,556141
1900,546905
1861,635481
1875,671212
1794,559751
1454,758837
1881,683334
1586,223999
1963,565105
1758,640766
1879,705838
1796,741322
1777,918434
1198,1070666
1796,745449
1712,461188
1950,357166
1661,570060
1796,560841
1912,594066
1791,204124
1888,600089
1834,593737
1972,677321
1798,698191
1805,692958
1791,337838
1624,484307
1640,271150
1494,733875
1819,847049
1886,661877
1790,732821
1974,539305
1882,536227
1548,589127
1461,558016
1757,527290
1699,550001
1914,546908
1875,689350
1993,722674
1907,677482
1971,743573
1886,608878
1966,587039
1988,569071
1950,558128
1796,570430
1492,610627
1779,756214
1789,554687
1504,537498
1794,606833
1762,574204
1885,264165
1798,595448
1635,148746
1885,198796
1902,706262
1576,997953
1354,680237
1538,426123
1727,703351
1712,520192
1598,498054
1794,681253
1833,637440
1840,350996
1487,653077
1477,585578
1394,684249
1627,55032
1948,431412
1525,117598
1757,576874
1512,264394
1822,646707
1820,666613
1796,570232
1794,588920
1782,712458
1332,730957
1775,634574
1624,312089
1758,567032
1598,330697
1517,594076
1974,438930
1757,633091
1977,620653
1952,391897
1588,523087
1974,451670
1766,624386
1515,753988
1799,535463
1476,923600
1864,453862
1796,520284
1818,584066
1755,609837
1582,801218
1788,938926
1796,698092
1901,625328
1877,238678
1912,324009
1794,752939
1690,533478
1916,376335
1796,228489
1988,397713
1952,678434
1774,596293
1796,597571
1405,400548
1705,588315
1914,345841
1992,382843
1793,248575
1990,429948
1970,414864
1768,546567
1320,791317
1672,538820
1792,256153
1767,693281
1946,373377
1853,678659
1751,604129
1477,606367
1892,374557
1712,337932
1900,709457
1716,490486
1788,743716
1477,684568
1878,564219
1914,570316
1885,617662
1624,315539
1792,299321
1503,554565
1708,654752
1461,605023
1633,494764
1726,572079
1910,651689
1714,407883
1801,665690
1757,583048
1844,541614
1689,589208
1796,571564
1794,575873
1801,618133
1401,717610
1666,296831
1709,753647
1752,602566
1945,810310
1705,615152
1907,544650
1987,534385
1966,422459
1796,623835
1796,615540
1970,390325
1374,759011
1795,586684
1974,396891
1798,717504
1990,417983
1875,609488
1516,548321
1712,325436
1712,377064
1893,668228
1794,520417
1796,621757
1687,140352
1598,308025
1500,591532
1958,619265
1836,571382
1914,257773
1757,588048
1777,450452
1790,569957
1887,661618
1424,524304
1791,243460
1775,597112
1598,296466
1698,542909
1698,187479
1855,203611
1911,577508
1872,366274
1490,497644
1580,450887
1499,744680
1796,531987
1796,709029
1886,359819
1987,431070
1642,441505
1974,371599
1872,383114
1845,192565
1990,394710
1758,586784
1849,680117
1755,577809
1659,241577
1796,597833
1804,440623
1878,388534
1427,560674
1672,322865
1796,568187
1672,217743
1973,731128
1854,444681
1804,1048359
1966,389425
1796,291948
1796,657365
1776,642528
1990,407385
1990,403795
1479,727061
1673,535505
1500,573067
1106,597928
1817,509564
1514,572519
1759,677801
1836,558002
1837,559721
1368,771545
1702,149631
1966,386745
1894,337485
1966,510881
1974,403688
1394,660604
1920,627078
1925,626100
1325,817307
1495,597779
1796,553146
1796,609539
1697,507506
1823,661836
1554,548494
1796,567999
1863,724849
1786,612250
1541,260582
1514,601110
1830,567847
1952,376383
1788,577778
1955,672004
1870,192828
1795,579324
1830,215614
1424,512460
1844,632625
1758,704562
1801,682781
1448,862783
1694,198933
1863,684673
1662,547401
1670,313526
1932,396125
1799,828186
1918,699674
1768,450095
1988,409138
1884,656208
1962,611277
1754,659759
1353,314330
1496,450410
1299,613508
1920,364522
1933,761682
1684,301223
1777,966104
1621,223469
1796,600765
1714,367450
1974,411571
1707,713004
1798,771684
1706,702023
1900,629151
1815,772935
1932,517893
1712,529390
1541,400458
1955,307028
1840,406226
1952,588011
1440,730916
1728,597418
1701,552325
1474,606512
1610,1151320
1790,314614
1830,278821
1992,426514
1470,579834
1936,492225
1865,479691
1844,679847
1413,476803
1796,585349
1878,383541
1930,491026
1974,396627
1869,615489
1792,415441
1932,384862
1765,516390
1764,629255
1919,489405
1829,220882
1796,710838
1541,282677
1930,366215
1789,562258
1914,361696
1972,684295
1924,378630
1704,609072
1698,165554
1869,662896
1914,349339
1905,680215
1902,561575
1914,359230
1990,405597
1823,570505
1465,609946
1890,355955
1811,660375
1729,566512
1765,589127
1716,369926
1727,691744
1707,719510
1661,634649
1808,640644
1510,740707
1690,598069
1839,727153
1471,730799
1978,561747
1756,827024
1478,640836
