2506,24368975
1735,18369930
62740,9949029
1448,9972327
7821,11308084
48525,11639362
19326,11603870
11928,11221693
130884,22598565
3082,13662610
30220,16861117
2107,11436060
9860,12214100
1483,12190674
53406,20035193
3719,11044945
3169,7849198
19607,9451646
2985,6784763
1546,17193170
9432,13242816
85807,18943634
7494,11032012
28072,13417451
3361,7717974
14204,9658990
10630,9095153
0,1
24377,10474486
90935,13888274
17502,10937120
12365,11604041
68602,12558236
5048,22632468
7525,11494892
