13166,5419,
1,6,
448,426900,
2,684,
2729048,700415,
17456,28625,
3,325,
4786,3137,
817648,624236,
2,36,
16538,2751,
10605930,1037757,
12,405,
13166,4203,
420,1271,
4684583,854793,
195068,27393,
1,20,
15,1321,
17,2293,
431,434100,
7205,24416,
2,618,
13166,5182,
1,15,
3,1190,
1,11,
195068,26649,
6,375,
1,1082,
1,11,
17,1873,
61,20417,
16538,2239,
6,248,
3634,1251,
1,758,
7,706,
22,306,
17,1531,
411,779,
292140,39793,
2,1232,
1,11,
56,558,
56,784,
167,431,
315961,41383,
62,561,
1,6,
156,575103,
4684583,853516,
2450436,678773,
2397659,772983,
9,736,
11,686,
152,428,
1,22,
5,245,
2,4118,
2729048,698214,
6,24,
61,22380,
1,35,
1,577,
6,12,
7,818,
1361,3103,
1,1386,
11,443,
61,21549,
1,1092,
10763,3399,
3,134,
209,2341,
2450436,654443,
5,1316,
2,618,
14,323,
1,1873,
8247,24007,
83978,25642,
11,836,
817648,637587,
1,646,
1552535,862120,
315961,42721,
1,664,
1,1744,
6041397,654394,
14,375,
202100,27613,
2,18,
501,975906,
1,51,
17456,28327,
29029,5249,
12,424,
9440442,985784,
2458782,1174720,
1,1859,
6,6,
1,2078,
1,554,
13166,4202,
209,2107,
13167,3213,
12,355,
913451,639532,
17,2127,
4,7,
4615401,1133937,
319,1369,
19421,28969,
15,1241,
1,10,
13166,4504,
660,3150,
26,298,
12,70,
17,1793,
8274,3788,
195068,24115,
8275,3902,
7205,21070,
1,6,
1,6,
2,509,
2450436,657189,
92,557679,
193,1273,
1,43,
61,22392,
2574866,790497,
3,26,
10605939,1042828,
448,443380,
319,1296,
16538,2996,
1005,3039,
1,540,
209,2392,
11067699,1573789,
1,9,
56,990,
4684587,868162,
4,8,
9,723,
1361,4128,
12971981,1165182,
21579968,3252396,
83978,27056,
2,3787,
29029,4344,
1,18,
1,891,
411,1078,
2574866,793782,
4684583,870475,
485,1139,
10762,3992,
1,476,
5,286,
817649,635342,
51,1063,
21580416,1823024,
16538,2806,
158,822,
16538,2191,
22,365,
1,1045,
6205479,1244382,
6331950,750888,
1,18,
406,710308,
1,11,
1,14,
2,3079,
269,1276,
12,349,
6205479,1238365,
4,6,
1,24,
156,555768,
3634,1639,
6041397,664828,
17,2439,
1,12,
716,4733,
7205,24010,
