1,22,
6835093,608364,
1,34,
2397654,773997,
16538,2855,
10763,4314,
1,18,
8247,25223,
13168,3874,
2,11,
661,2859,
526,545291,
501,1029410,
660,4389,
12,413,
1,1687,
501,1022018,
4,6,
62,1206,
2,3441,
11266617,1040826,
1,27,
2,4140,
448,462674,
2574871,793282,
5,682,
92,576223,
3,1244,
1,22,
11,594,
974,768877,
97153,27968,
974,754415,
1,36,
2729048,681433,
3,6,
10763,3740,
1,682,
7,1061,
660,2861,
13166,2939,
10605939,883808,
3,403,
2,3464,
16538,1847,
1005,1751,
2,2117,
2397654,786322,
11,963,
3,832,
1,34,
6,364,
1552530,869438,
319,1247,
3,11,
1,18,
7172869,1459603,
3,21,
406,767631,
29029,5143,
3,7,
195068,24830,
292140,37239,
14,486,
29030,3841,
15,1308,
3,7,
8275,4639,
2,2368,
15,1057,
2,411,
5,603,
11,445,
1,11,
6331950,664272,
1552535,865954,
15,1333,
2,418,
104216,31729,
6,240,
83978,25993,
13166,4575,
4786,2845,
1,10,
29030,3175,
156,602099,
5,459,
2,2934,
209,2377,
1005,1682,
56,820,
1,13,
501,1036881,
2,3999,
6487328,1035000,
660,4558,
12,487,
19421,30199,
1,20,
6835099,594986,
13166,4918,
16538,2098,
3,8,
660,2720,
264,1153,
202100,23541,
22,320,
1,23,
3,208,
193,930,
4,6,
1,2287,
6041397,587461,
2729048,666608,
5,1080,
7,982,
9,347,
4,7,
10762,3859,
4,6,
202100,24656,
974,768618,
195068,24604,
17,2158,
448,446659,
209,3424,
17,2056,
2,2941,
10,176,
13166,3126,
4615401,1113872,
92,577617,
1,602,
51,523,
1,212,
2,11,
4,7,
2450436,659782,
21579968,1546057,
2,38,
6,736,
6041391,572789,
224,1325,
269,860,
8247,26594,
1,359,
6,232,
448,446634,
2729048,681477,
156,590447,
3,21,
10762,4417,
4684583,821170,
5,1301,
29030,5094,
4,9,
5,606,
3634,1280,
1361,2571,
660,2483,
3,910,
4684587,819279,
913451,655000,
3,8,
1,655,
12,252,
156,601824,
202100,24182,
3634,1646,
1552535,862584,
21580416,1535323,
2,7,
5,999,
4,875,
29030,4684,
17,1766,
6205479,1184188,
8274,5912,
4217032,784176,
660,4261,
9,731,
2729048,680185,
9,646,
202100,24833,
1552535,868055,
1,35,
13166,5160,
209,3202,
13166,3299,
17456,28758,
83978,25805,
1,19,
1,2081,
104216,29688,
4,11,
7205,22797,
209,2012,
660,2617,
17,1533,
1,14,
817648,653491,
11067397,1463044,
3634,2075,
4,8,
292140,38495,
12,468,
10,158,
1,22,
1,15,
2,5,
6835093,593068,
92,591041,
17,2305,
202100,24488,
13167,3966,
8274,3823,
2458776,1174703,
1,22,
8274,4535,
17,1614,
29030,3008,
3,162,
22,232,
1,1050,
2,7,
2458782,1188924,
2458776,1188321,
1,9,
1,31,
56,1204,
2,7,
10605930,896713,
9,642,
2,601,
13168,4382,
6,229,
2,8,
3,7,
29030,3283,
3,8,
4786,1901,
1361,1971,
6041391,570441,
4786,2737,
209,1845,
8274,3790,
1,949,
10762,2648,
21580416,1554495,
2,4386,
1,45,
1,21,
17,2262,
2450436,640551,
3,6,
913451,654944,
974,761762,
2450436,644254,
292140,38399,
8274,6085,
97153,27349,
1,21,
661,3896,
1,9,
716,3095,
2,2956,
1,11,
1,12,
122047,32337,
8247,24226,
9,526,
21580416,1557943,
1,772,
14,365,
10762,4331,
6,7,
1,12,
7205,25290,
4,5,
195068,24485,
3634,1570,
2,3267,
1,6,
16538,1874,
11266178,1051612,
12971981,977611,
1,5,
6,8,
1,3416,
173,812,
11266617,1034105,
4786,3724,
5,711,
92,572923,
5,657,
4,5,
8274,5164,
292140,37318,
92,571039,
2,3286,
12971981,988548,
3,25,
2,4246,
8247,25677,
2,7,
195068,23669,
4,4,
4,5,
16538,2275,
209,2316,
10605939,898240,
431,435268,
6331950,666683,
3,7,
16538,2605,
83978,26804,
3,5,
1,6,
16538,1930,
9,577,
2,11,
1,5,
173,655,
1,18,
448,446458,
1,1052,
2,2707,
8274,3414,
2,5,
3,247,
10762,3210,
1,17,
1,435,
3634,1180,
22,280,
3,6,
3560409,820073,
1,2188,
4,1218,
1552535,881684,
202100,25136,
14,421,
431,435262,
1361,3960,
431,434828,
2,14,
2,1887,
17,2123,
817648,640472,
661,3529,
15,1268,
8274,4208,
1,15,
1,5,
193,643,
1,11,
2,5,
202100,24837,
17,1934,
1,13,
17,1820,
8274,3741,
2,2299,
2,2097,
1,13,
3634,1052,
2,1048,
122047,32527,
4786,2433,
1,821,
817648,653752,
4,5,
319,900,
17456,28615,
122047,31611,
3,295,
5,329,
8275,4261,
2458782,1185302,
3,34,
4,6,
817649,639862,
51,542,
4,5,
17,2061,
122047,32352,
3634,1430,
1,541,
167,419,
83978,40242,
913452,655409,
6,406,
193,853,
1,5,
1005,2707,
22,298,
3,4,
11067397,1457909,
6205479,1166264,
5,1095,
7,1061,
1,24,
2,3987,
17,1708,
2,2390,
8274,4056,
3,6,
3,198,
1,6,
17,1777,
10605930,877144,
1,2159,
13166,4642,
1,13,
716,3255,
315961,37981,
4786,1977,
1,10,
21580416,1542239,
21580416,1545660,
12,273,
61,24029,
269,1393,
6331950,653103,
224,1183,
1361,3581,
17,1974,
10605939,897212,
4,8,
29030,4594,
4,8,
13166,3361,
2574871,792548,
16538,2034,
1005,1945,
3634,1085,
1005,1646,
17,1485,
12971829,997039,
5,972,
11,497,
7205,26206,
12,273,
1005,3232,
269,681,
224,636,
3560200,818531,
485,1057,
6487030,1051398,
26,453,
29030,5108,
29029,3398,
11067397,1457021,
1,1755,
1005,2768,
156,589648,
1,1555,
4,8,
817648,637768,
2,3497,
4217032,794049,
7172869,1437168,
8247,26523,
2,27,
29029,4987,
406,753028,
16538,2672,
1361,3173,
8274,4315,
6041391,572558,
3,15,
4,6,
56,1071,
209,2580,
9,346,
1,513,
6041397,586490,
817648,639763,
1,2962,
61,22875,
10763,3731,
3560200,834666,
11266617,1042049,
2574866,807104,
8275,6105,
3634,1973,
152,609,
16538,2396,
716,4138,
1,1321,
269,718,
1,9,
5,497,
11266178,1052933,
104216,32671,
1,22,
913452,658028,
661,4316,
4,1311,
4684587,806853,
913451,671692,
2,17,
4217036,780738,
4217032,793894,
3,121,
2,1958,
716,4349,
661,2915,
29029,3169,
3634,1058,
1,16,
17,1398,
122047,32411,
12,180,
1,995,
17,1391,
22,314,
1005,1631,
10762,2401,
92,572190,
11266178,1050610,
15,1373,
10763,3785,
1,19,
6,6,
6041391,582065,
15,1131,
1005,2834,
448,444070,
6,397,
411,876,
14,173,
3,112,
5,476,
526,532151,
17,2340,
2,5,
411,894,
269,783,
15,603,
913452,672852,
2729048,666231,
10762,3419,
156,592218,
6,460,
448,446596,
12,362,
1,14,
817649,655491,
11067699,1463874,
2,295,
3,9,
1552530,882798,
16538,2786,
1,29,
1,10,
1,19,
2,322,
913452,658629,
3,372,
1,508,
8274,5185,
17456,28879,
6205479,1181191,
8274,6099,
156,591814,
122047,33465,
156,605100,
17,2495,
17,2072,
4,6,
406,749928,
3560200,818593,
10762,4454,
269,1345,
1,1350,
315961,38245,
5,256,
26,323,
3,119,
292140,52245,
4615401,1091953,
6,582,
1,40,
11067397,1452306,
6,8,
3,8,
3634,1970,
485,1084,
1,1097,
1,321,
660,2990,
661,2380,
411,618,
5,283,
12,177,
12971829,989804,
2458776,1179475,
716,4221,
315961,37858,
4217036,793037,
10762,4407,
195068,24687,
526,529592,
6041397,569304,
2450436,655923,
974,749902,
420,1382,
661,4330,
16538,1925,
202100,38972,
61,23086,
431,431289,
14,417,
1,10,
292140,36803,
195068,23867,
2,10,
3,329,
5,862,
56,714,
173,459,
29030,3712,
12,227,
3,112,
4,5,
17,1523,
19421,27707,
1,524,
92,584167,
1,1475,
2,2977,
716,3168,
158,763,
3,15,
12,388,
4786,2407,
2,2570,
209,1824,
6205270,1170718,
1,719,
10762,4131,
5,616,
4,5,
4217032,774254,
10605930,875332,
4,6,
8247,25846,
2,16,
431,444376,
1,1710,
4,8,
3,6,
2,2903,
4,8,
10763,3040,
1,749,
1,7,
2,2108,
8274,3686,
1,12,
10605930,872006,
3,6,
3634,1605,
83978,25818,
13168,3863,
7,1176,
13166,3615,
16538,1610,
315961,37350,
3,5,
1,5,
195068,23023,
6,7,
1,1359,
97153,22716,
61,18810,
12,144,
6835099,597445,
406,742870,
4,16,
501,1036046,
202100,24621,
2,6,
97153,26852,
1,19,
92,585828,
3560409,814843,
2,18345,
2,16,
7172811,1436924,
